action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Active,3606273,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ccccc2C(=O)C1(Cl)Cc1ccccc1,,,CHEMBL1201862,,,"{'bei': '14.70', 'le': '0.29', 'lle': '1.16', 'sei': '9.10'}",CHEMBL1565164,,CHEMBL1565164,4.2,0,http://www.openphacts.org/units/Nanomolar,1013964,=,7,1,=,,IC50,nM,,62930,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,62.93
,Active,3606274,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc2c(c1)SC1=NC(=O)/C(=C/c3ccc(O)c(O)c3)C(=N)N12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1321572,,CHEMBL1321572,,0,http://www.openphacts.org/units/Nanomolar,1150434,=,7,1,=,,IC50,nM,,159090,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,159.09
,Active,3606275,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1cc(N2N=C(C(F)(F)F)/C(=C/C=C/c3ccco3)C2=O)ccc1Cl,,,CHEMBL1201862,,,"{'bei': '9.80', 'le': '0.20', 'lle': '-0.51', 'sei': '4.84'}",CHEMBL1398964,,CHEMBL1398964,4.03,0,http://www.openphacts.org/units/Nanomolar,1104037,=,7,1,=,,IC50,nM,,94300,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,94.3
,Active,3606276,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1n[nH]c(S/C(=C\c2ccc(-c3ccc(C(=O)O)c(Cl)c3)o2)C(=O)O)n1,,,CHEMBL1201862,,,"{'bei': '10.37', 'le': '0.21', 'lle': '0.27', 'sei': '3.25'}",CHEMBL1560833,,CHEMBL1560833,4.21,0,http://www.openphacts.org/units/Nanomolar,1149955,=,7,1,=,,IC50,nM,,61870,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,61.87
,Active,3606277,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)COc2ccc(Cl)cc2)C3)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1509377,,CHEMBL1509377,,0,http://www.openphacts.org/units/Nanomolar,1151238,=,7,1,=,,IC50,nM,,118060,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,118.06
,Active,3606278,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl,,,CHEMBL1201862,,,"{'bei': '9.13', 'le': '0.18', 'lle': '-0.87', 'sei': '4.18'}",CHEMBL1377441,,CHEMBL1377441,4.17,0,http://www.openphacts.org/units/Nanomolar,1108526,=,7,1,=,,IC50,nM,,67070,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,67.07
,Active,3606279,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL567422,,CHEMBL567422,,0,http://www.openphacts.org/units/Nanomolar,1027541,=,7,1,=,,IC50,nM,,118320,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,118.32
,Active,3606280,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1440303,,CHEMBL1440303,,0,http://www.openphacts.org/units/Nanomolar,1120279,=,7,1,=,,IC50,nM,,108430,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,108.43
,Active,3606281,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(Nc2ccc(C(=O)O)cc2)nc(Nc2ccc(C(=O)O)cc2)c1[N+](=O)[O-],Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1371132,,CHEMBL1371132,,0,http://www.openphacts.org/units/Nanomolar,1088920,=,7,1,=,,IC50,nM,,211110,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,211.11
,Active,3606282,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2nc3c(O)nc(S)nc3nc2c1,,,CHEMBL1201862,,,"{'bei': '19.79', 'le': '0.39', 'lle': '3.70', 'sei': '4.96'}",CHEMBL1429070,,CHEMBL1429070,4.85,0,http://www.openphacts.org/units/Nanomolar,1151754,=,7,1,=,,IC50,nM,,14000,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,14
,Active,3606283,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1nnc(SCc2nc(O)c3c(C)c(C(=O)O)sc3n2)s1,,,CHEMBL1201862,,,"{'bei': '10.65', 'le': '0.24', 'lle': '0.85', 'sei': '3.77'}",CHEMBL1306005,,CHEMBL1306005,4.12,0,http://www.openphacts.org/units/Nanomolar,1149368,=,7,1,=,,IC50,nM,,76190,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,76.19
,Active,3606284,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(C)n(C(=O)CSc2nc3ccccc3[nH]2)c2ccccc12,,,CHEMBL1201862,,,"{'bei': '13.17', 'le': '0.25', 'lle': '-0.15', 'sei': '8.72'}",CHEMBL1304345,,CHEMBL1304345,4.42,0,http://www.openphacts.org/units/Nanomolar,1004070,=,7,1,=,,IC50,nM,,38210,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,38.21
,Active,3606285,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1c(C)[nH]n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)O)c2)c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL3145017,,CHEMBL3145017,,0,http://www.openphacts.org/units/Nanomolar,1280672,=,7,1,=,,IC50,nM,,157450,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,157.45
,Active,3606286,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CCCC(=O)C1=NNc1cccc(C(=O)O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1452185,,CHEMBL1452185,,0,http://www.openphacts.org/units/Nanomolar,1139061,=,7,1,=,,IC50,nM,,120060,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,120.06
,Active,3606287,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1N1C(=O)C(Cl)=C(Nc2ccccc2O)C1=O,,,CHEMBL1201862,,,"{'bei': '11.72', 'le': '0.23', 'lle': '1.20', 'sei': '5.12'}",CHEMBL1518952,,CHEMBL1518952,4.04,0,http://www.openphacts.org/units/Nanomolar,1118366,=,7,1,=,,IC50,nM,,90880,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,90.88
,Active,3606288,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,N=C1/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)C(=O)N=C2SC=C(c3ccccc3)N12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1501743,,CHEMBL1501743,,0,http://www.openphacts.org/units/Nanomolar,1149797,=,7,1,=,,IC50,nM,,129300,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,129.3
,Active,3606289,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1oc2ccccc2c(O)c1[C@H]1c2ccc(O)cc2Oc2c1c(=O)oc1ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1532491,,CHEMBL1532491,,0,http://www.openphacts.org/units/Nanomolar,1151811,=,7,1,=,,IC50,nM,,117180,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,117.18
,Active,3606290,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)c1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1508896,,CHEMBL1508896,,0,http://www.openphacts.org/units/Nanomolar,1042199,=,7,1,=,,IC50,nM,,101490,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,101.49
,Active,3606291,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2ccc(C(=O)O)cc2)o1)c1nc2ccccc2[nH]1,,,CHEMBL1201862,,,"{'bei': '12.07', 'le': '0.22', 'lle': '-0.30', 'sei': '4.17'}",CHEMBL236615,,CHEMBL236615,4.29,0,http://www.openphacts.org/units/Nanomolar,1094972,=,7,1,=,,IC50,nM,,51330,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,51.33
,Active,3606292,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(/C=C2/SC(=O)NC2=S)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1429158,,CHEMBL1429158,,0,http://www.openphacts.org/units/Nanomolar,1115130,=,7,1,=,,IC50,nM,,170420,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,170.42
,Active,3606293,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(OCC(=O)N/N=C\c2ccc(-c3cccc(C(=O)O)c3)o2)c(C)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL3197798,,CHEMBL3197798,,0,http://www.openphacts.org/units/Nanomolar,1026460,=,7,1,=,,IC50,nM,,136640,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,136.64
,Active,3606294,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])cc1,,,CHEMBL1201862,,,"{'bei': '12.06', 'le': '0.24', 'lle': '0.81', 'sei': '3.07'}",CHEMBL1364221,,CHEMBL1364221,4.04,0,http://www.openphacts.org/units/Nanomolar,1123126,=,7,1,=,,IC50,nM,,91960,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,91.96
,Active,3606295,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,N/C(=N\N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)N[N+](=O)[O-],,,CHEMBL1201862,,,"{'bei': '13.64', 'le': '0.26', 'lle': '3.77', 'sei': '2.57'}",CHEMBL1981657,,CHEMBL1981657,4.55,0,http://www.openphacts.org/units/Nanomolar,1022309,=,7,1,=,,IC50,nM,,28410,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,28.41
,Active,3606296,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1coc(=O)c(Br)c1)N1CCOCC1,,,CHEMBL1201862,,,"{'bei': '14.07', 'le': '0.35', 'lle': '3.18', 'sei': '6.79'}",CHEMBL1539235,,CHEMBL1539235,4.05,0,http://www.openphacts.org/units/Nanomolar,1302869,=,7,1,=,,IC50,nM,,88270,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,88.27
,Active,3606297,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1cc(-c2ccco2)nc2ccc(Br)cc12,,,CHEMBL1201862,,,"{'bei': '12.85', 'le': '0.29', 'lle': '0.13', 'sei': '6.45'}",CHEMBL1393131,,CHEMBL1393131,4.09,0,http://www.openphacts.org/units/Nanomolar,1184064,=,7,1,=,,IC50,nM,,81860,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,81.86
,Active,3606298,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(/C=C2\C(=O)NC(=O)N(Cc3ccccc3)C2=O)c(C)n1-c1ccc(Cl)c(C(=O)O)c1,,,CHEMBL1201862,,,"{'bei': '8.67', 'le': '0.17', 'lle': '0.03', 'sei': '3.81'}",CHEMBL1361920,,CHEMBL1361920,4.14,0,http://www.openphacts.org/units/Nanomolar,1038108,=,7,1,=,,IC50,nM,,71930,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,71.93
,Active,3606299,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(N2C(=O)c3cccc4c(C(=O)O)ccc(c34)C2=O)cc1,,,CHEMBL1201862,,,"{'bei': '11.08', 'le': '0.20', 'lle': '0.96', 'sei': '3.58'}",CHEMBL1492995,,CHEMBL1492995,4,0,http://www.openphacts.org/units/Nanomolar,1091662,=,7,1,=,,IC50,nM,,98910,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,98.91
,Active,3606300,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)CN2C(=O)N/C(=C/c3cccn3-c3ccc(C(=O)O)cc3)C2=O)cc1,,,CHEMBL1201862,,,"{'bei': '10.20', 'le': '0.19', 'lle': '1.51', 'sei': '3.75'}",CHEMBL1427775,,CHEMBL1427775,4.53,0,http://www.openphacts.org/units/Nanomolar,1025517,=,7,1,=,,IC50,nM,,29430,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,29.43
,Active,3606301,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1,,,CHEMBL1201862,,,"{'bei': '10.66', 'le': '0.25', 'lle': '1.50', 'sei': '5.07'}",CHEMBL1501577,,CHEMBL1501577,4.54,0,http://www.openphacts.org/units/Nanomolar,1098225,=,7,1,=,,IC50,nM,,28630,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,28.63
,Active,3606302,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(=Cc2ccc(Br)o2)C(=O)c2ccccc21,,,CHEMBL1201862,,,"{'bei': '15.62', 'le': '0.36', 'lle': '1.23', 'sei': '10.01'}",CHEMBL1495778,,CHEMBL1495778,4.73,0,http://www.openphacts.org/units/Nanomolar,1043196,=,7,1,=,,IC50,nM,,18470,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,18.47
,Active,3606303,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,CCCSc1nnc(NC(=O)c2sc3nc(-c4cccs4)ccc3c2N)s1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1530553,,CHEMBL1530553,,0,http://www.openphacts.org/units/Nanomolar,1180876,=,7,1,=,,IC50,nM,,166670,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,166.67
,Active,3606304,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,CCCNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1409883,,CHEMBL1409883,,0,http://www.openphacts.org/units/Nanomolar,1120352,=,7,1,=,,IC50,nM,,102870,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,102.87
,Active,3606305,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1)c1cccs1,,,CHEMBL1201862,,,"{'bei': '10.46', 'le': '0.20', 'lle': '-0.18', 'sei': '3.55'}",CHEMBL1510581,,CHEMBL1510581,4.01,0,http://www.openphacts.org/units/Nanomolar,1107622,=,7,1,=,,IC50,nM,,97350,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,97.35
,Active,3606306,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2ccccc2C(=O)O)o1,,,CHEMBL1201862,,,"{'bei': '10.17', 'le': '0.18', 'lle': '-0.50', 'sei': '3.03'}",CHEMBL1447211,,CHEMBL1447211,4.15,0,http://www.openphacts.org/units/Nanomolar,1123561,=,7,1,=,,IC50,nM,,70340,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,70.34
,Active,3606307,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NN(c2cccc(F)c2)C(=O)/C1=C1\C(=O)Nc2ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1381152,,CHEMBL1381152,,0,http://www.openphacts.org/units/Nanomolar,1027584,=,7,1,=,,IC50,nM,,199110,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,199.11
,Active,3606308,[],CHEMBL1614471,PUBCHEM_BIOASSAY: Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU). Secondary screen. (Class of assay: confirmatory) ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1325440,,CHEMBL1325440,,0,http://www.openphacts.org/units/Nanomolar,1106630,=,7,1,=,,IC50,nM,,174460,CHEMBL1293297,Mycobacterium tuberculosis,Bifunctional protein GlmU,1773,,,IC50,um,UO_0000065,,174.46
,,5146292,[],CHEMBL1664949,Uncompetitive inhibition of Acetyltransferase activity of Escherichia coli BL21(DE3) GlmU in presence of GlcN-1P,B,,,BAO_0000179,BAO_0000357,single protein format,Nc1ccc(Nc2ccc(N)cc2S(=O)(=O)O)cc1,,,CHEMBL1649466,Antimicrob Agents Chemother,2009,,CHEMBL560968,,CHEMBL560968,,0,http://www.openphacts.org/units/Nanomolar,1326481,=,1,0,=,,Kiuc,nM,,189,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,Kiuc,nM,UO_0000065,,189
,,5146293,[],CHEMBL1664949,Uncompetitive inhibition of Acetyltransferase activity of Escherichia coli BL21(DE3) GlmU in presence of GlcN-1P,B,,,BAO_0000179,BAO_0000357,single protein format,O=S(=O)(Nc1ccc(S(=O)(=O)c2ccc(-c3ccc(S(=O)(=O)c4ccc(NS(=O)(=O)c5ccc(Cl)cc5)c(Cl)c4)cc3)cc2)cc1Cl)c1ccc(Cl)cc1,,,CHEMBL1649466,Antimicrob Agents Chemother,2009,,CHEMBL1652296,,CHEMBL1652296,,0,,1326482,=,1,0,=,,Kiuc,10'3nM,,1.11,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,Kiuc,10'3nM,,,1.11
,,5146294,[],CHEMBL1664948,Competitive inhibition of Acetyltransferase activity of Escherichia coli BL21(DE3) GlmU in presence of AcCoA,B,,,BAO_0000179,BAO_0000357,single protein format,Nc1ccc(Nc2ccc(N)cc2S(=O)(=O)O)cc1,,,CHEMBL1649466,Antimicrob Agents Chemother,2009,,CHEMBL560968,,CHEMBL560968,,0,http://www.openphacts.org/units/Nanomolar,1326481,=,1,0,=,,Kic,nM,,17.2,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,Kic,nM,UO_0000065,,17.2
